indice_tiempo,ipc_ng_nacional,ipc_ng_gba,ipc_ng_pampeana,ipc_ng_nea,ipc_ng_noa,ipc_ng_cuyo,ipc_ng_patagonia,ipc_ng_nacional_tasa_variacion_mensual,ipc_ng_gba_tasa_variacion_mensual,ipc_ng_pampeana_tasa_variacion_mensual,ipc_ng_nea_tasa_variacion_mensual,ipc_ng_noa_tasa_variacion_mensual,ipc_ng_cuyo_tasa_variacion_mensual,ipc_ng_patagonia_tasa_variacion_mensual,ipc_ng_nacional_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_gba_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_pampeana_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_nea_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_noa_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_cuyo_tasa_variacion_acumulada_dic_ano_anterior,ipc_ng_patagonia_tasa_variacion_acumulada_dic_ano_anterior
2021-08-01,510.3942,497.9371,518.532,529.6604,522.5566,532.8443,510.9537,0.024684866674014705,0.0260321580140761,0.02263523047907845,0.027374985767552262,0.023828622011282885,0.01777637025948664,0.034057785794644246,0.3226670495119499,0.3206104643221721,0.3222490565691323,0.30760360330112513,0.3247048826501977,0.3315471726591719,0.3486663226508051
2021-09-01,528.4968,517.0425,536.214,544.6525,539.5962,548.1352,530.0859,0.03546787953311381,0.03836910324617304,0.03410011339705177,0.02830511776980127,0.032608142352426484,0.0286967506267779,0.03744409718532227,0.3695792450864588,0.37128110357572597,0.36733789933728445,0.34461547728877995,0.3679010480386098,0.36975824982076344,0.3991659155067131
2021-10-01,547.0802,536.5423,554.4476,563.832,556.8596,565.1606,545.2786,0.0351627483837178,0.03771411441032391,0.03400433409049364,0.03521419620767352,0.03199318305058485,0.031060585052738787,0.028660826481141877,0.41773741547299603,0.42299775600469625,0.4138333140809429,0.39196503052990184,0.4116645566635959,0.41230374244101187,0.43926716702937907
2021-11-01,560.9184,548.7073,570.0207,580.5865,571.6452,580.1379,557.2236,0.025294646013509503,0.022672956074479167,0.028087595653764286,0.029715411682912585,0.02655175559512668,0.026500962735193978,0.021906232887188404,0.45359858153749344,0.45526132162067334,0.45354449252867,0.4333278444603159,0.44914672895443064,0.44973115129021624,0.47079608877720847
2021-12-01,582.4575,570.9981,590.0958,606.2078,594.7475,602.829,574.4506,0.03839970305841267,0.040624208936166806,0.03521819470766596,0.044130030581145174,0.040413704164750985,0.039113286685803494,0.03091577600087292,0.5094163354346632,0.5143801616069139,0.5047357054828003,0.4965806460691564,0.5077121161497116,0.5064349014279703,0.5162668912008046
2022-01-01,605.0317,593.4219,612.8039,626.964,618.7562,627.2454,595.088,0.03875681916706375,0.03927123400235488,0.038482056642328066,0.03423941427345545,0.04036788721264073,0.040503028221933635,0.03592545642741074,0.03875681916706375,0.03927123400235488,0.038482056642328066,0.03423941427345545,0.04036788721264073,0.040503028221933635,0.03592545642741074
2022-02-01,633.4341,620.5007,641.3956,658.0826,648.7805,661.1462,623.903,0.046943656010089985,0.04563161555042039,0.046657176953345036,0.049633790775865716,0.04852363499549561,0.054047108197206484,0.048421409942731364,0.08751986196417749,0.08669485940496124,0.08693469772196294,0.08557263697365802,0.09085031883278205,0.09673920796776536,0.0860864276231934
2022-03-01,676.0566,661.8688,683.9059,705.7838,692.6827,706.0617,670.3019,0.06728797833902544,0.06666890142106197,0.0662778166859892,0.07248512572737842,0.06766880323930824,0.06793580602898408,0.07436877206873516,0.16069687487928297,0.15914361186140535,0.15897435636722013,0.16426050605089548,0.16466685442141427,0.17124707006464535,0.16685734160604948
2022-04-01,716.9,702.8,724.0,748.3,736.8,747.3,709.8,0.06041417242284153,0.06184186352340526,0.058625170509568614,0.060239693798582294,0.06369048916625175,0.0584060854738333,0.05892583625378345,0.23081941600889344,0.2308272129101654,0.22691942562546608,0.23439520243718404,0.23884505609523377,0.23965502654981763,0.23561538624905243
2022-05-01,753.147,736.3637,762.1563,787.698,777.6674,786.3491,744.3162,0.05056074766355145,0.047757114399544776,0.0527020718232043,0.05265000668181208,0.055466069489685355,0.05225357955305787,0.0486280642434489,0.2930505659211189,0.28960796892318896,0.2915806213160641,0.29938611809349847,0.30755892206356505,0.30443143909798653,0.29570097063176526
2022-06-01,793.0278,776.6701,801.4471,826.4822,818.411,827.9972,782.142,0.05295221251628157,0.05473708168938818,0.05155215537810287,0.049237398089115425,0.052392063753733176,0.05296388080052483,0.050819530731697204,0.361520454282072,0.3601973456654235,0.35816438618949653,0.36336450966153855,0.3760646324700818,0.37351919035082926,0.36154788592787623
2022-07-01,851.761,833.8894,861.702,887.9574,873.5624,888.7017,845.0397,0.07406196857159353,0.0736725927778088,0.07518262902192796,0.07438175921998069,0.06738839042974742,0.07331486145122224,0.08041723881341234,0.46235733937669266,0.4604066108100886,0.460274755387176,0.46477396034825014,0.46879541317954265,0.4742185594919952,0.47103980742643503
2022-08-01,911.1316,891.851,921.3802,955.6421,940.0434,946.058,899.4604,0.06970335575355069,0.06950753900936979,0.0692561929762261,0.07622516575682581,0.07610332129679565,0.06453942869694074,0.0644001696014993,0.5642885532420823,0.5619158802805122,0.5614078256445816,0.5764265982720778,0.5805756224280054,0.5693637830960356,0.5657750205152541
2022-09-01,967.3076,945.6836,979.0952,1021.0723,997.7785,1003.4171,954.6011,0.061655198875771644,0.06036053107525796,0.06263972245116634,0.06846726405209647,0.06141748349065579,0.06062958085022263,0.06130419971796419,0.6607350750913157,0.6561939523091231,0.6592139784760371,0.6843602144347203,0.6776505996242104,0.6645136514666681,0.6617636050863207
2022-10-01,1028.706,1007.6275,1039.2079,1084.624,1060.4604,1063.4948,1017.5863,0.0634735010869345,0.06550171748775191,0.0613961747539975,0.062240156745021924,0.06282145786865523,0.059873107604006215,0.06598064888045907,0.7661477446852345,0.7646775006781985,0.7610833698528272,0.7891950581962159,0.7830430560868269,0.7641732564292694,0.7714078460358471
2022-11-01,1079.3,1058.0026,1090.4933,1133.8,1108.8388,1115.9,1067.5,0.04918217644302647,0.049993772500254385,0.04935047164287343,0.0453392143268081,0.04562018534591217,0.049276404548475705,0.049051073112914345,0.853010734688797,0.8529003861834217,0.847993664757485,0.8703157564122401,0.8643858107852493,0.8511053715066796,0.8582973018045417
2022-12-01,1134.5875,1114.5359,1145.8755,1188.0619,1160.5028,1171.7081,1115.8852,0.05122533123320694,0.05343398967072477,0.050786373469694945,0.04785844064208855,0.04659288617966828,0.05001173940317227,0.04532571428571419,0.9479318233519185,0.9519082462796287,0.9418465611854889,0.959826152022458,0.951252926662155,0.9436823709542841,0.9425259543640478
