,Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
127,Kuwait,KWT,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.17183298510008,0.543133148199589,1.09184802655847,2.1017295482741,3.42362947609175
128,América Latina y el Caribe (excluido altos ingresos),LAC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.13722870243996,2.32414485367923,2.09604635327805,1.88496399057989,4.27166381536796
129,República Democrática Popular Lao,LAO,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,0.82547860756813,2.04039266890198,3.32255881256934,5.10407262959903,3.75562036658905
130,Líbano,LBN,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.32135218303198,6.07698907889605,3.0053894939038,84.8643330472041,154.756096023393
131,Liberia,LBR,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,12.4196323907137,23.5635148953742,,,
132,Libia,LBY,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
133,Santa Lucía,LCA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,0.104262078958419,1.93561893150608,0.539087559191731,-1.75580833517596,2.41070312174385
134,América Latina y el Caribe,LCN,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.19201010963043,2.32414485367923,2.25212191358024,0.993337022838757,3.87805442411136
135,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.9655175876948,3.47796666914965,3.09342088075371,4.72112056742577,4.90250924158173
136,Países de ingreso bajo,LIC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,8.15686323403368,4.09297819300638,2.86758803446909,5.19771036897651,5.7503690895717
137,Liechtenstein,LIE,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
138,Sri Lanka,LKA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,7.70413767850603,2.13503773713198,3.52839358231809,6.15394508391743,7.01478071238186
139,Países de ingreso mediano bajo,LMC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.71794708824886,3.99999492721352,3.03058664969491,3.68181341625573,4.70600205495677
140,Ingreso mediano y bajo,LMY,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.60247741348939,3.20720012353492,2.70559729787044,2.95192253170021,4.27166381536796
141,Lesotho,LSO,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.44769937376299,4.75180301624742,5.18708359197993,4.97809676252292,6.04774591950681
142,avanzada del dividendo demográfico,LTE,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.17727572689266,2.47446347118433,2.16176258133052,1.94031996607178,3.45934352504314
143,Lituania,LTU,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.72288862303693,2.69792779208397,2.33450937988024,1.19989444983569,4.68354420903459
144,Luxemburgo,LUX,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.73079959118897,1.52819524307373,1.74332075653843,0.819957302126994,2.52692009066169
145,Letonia,LVA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.93036312374664,2.53445424186602,2.81140920075622,0.219064904842049,3.27582937431157
146,"Región Administrativa Especial de Macao, China",MAC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.22812404052807,3.00446293166949,2.75193081051976,0.81141051149158,
147,Isla de San Martín (parte francesa),MAF,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
148,Marruecos,MAR,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,0.754663249323633,1.8039167114189,0.303386036590361,0.705968661338317,1.4019588396201
149,Mónaco,MCO,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
150,República de Moldova,MDA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,6.57022997455605,3.04505397337073,4.83778351428719,3.76597122245352,5.10641129002835
151,Madagascar,MDG,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,8.60905075422951,8.59422958870474,5.61051441492366,4.20179312190553,5.81225118787723
152,Maldivas,MDV,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.81747338234507,-0.133373386117525,0.220029731065343,-1.3697742556981,0.543149688736981
153,Oriente Medio y Norte de África,MEA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.49193945456787,1.94579304594436,1.04883403678989,0.672256809057485,2.68387777341776
154,México,MEX,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,6.04145724018992,4.89935015356549,3.6359614212705,3.39683415569999,5.68920847683764
155,Islas Marshall,MHL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
156, Ingreso mediano,MIC,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.32389447576096,3.1236306221878,2.61057182799216,2.5641177087669,4.26105127422819
157,Macedonia del Norte,MKD,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.3516188967744,1.45831298507127,0.766439573459688,1.20007348888482,3.23074912132919
158,Malí,MLI,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.75985742927153,0.299546507387888,-1.65826694846368,0.438088940320712,3.92560283104272
159,Malta,MLT,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,1.3643544815071,1.15782362451512,1.64206001768947,0.638544956776653,1.49789217934737
160,Myanmar,MMR,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.57253655317505,6.87232865662918,8.82506696804562,,
161,Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.82262332939647,4.36615064471281,2.47857885221637,2.09626938944794,5.70635020830702
162,Montenegro,MNE,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.38023599053136,2.61122378263797,0.361563704540798,-0.255655699848551,2.41080198403167
163,Mongolia,MNG,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.30143105302342,6.82424790145521,7.30106953550724,3.79604026111249,7.35281243380224
164,Mariana,MNP,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,,,,,
165,Mozambique,MOZ,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,15.1132073899385,3.91133439990733,2.78110631182942,3.14169129409215,5.68848699126617
166,Mauritania,MRT,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.27503457252097,3.04891482875157,2.30009262117938,2.38569488456317,3.56516484650187
